name,price,category,country_of_origin,expiration_date,search_tags,description
domestic paprika,116.99,meat,China,2020-02-21 00:00:00,imported legumes,dried
dried bread,494.35,vegetables,France,2020-01-14 00:00:00,spicy legumes,dried
imported bread,619.26,canned,Brazil,2020-06-05 00:00:00,domestic dried,vacuum sealed
fresh buns,230.87,legumes,Brazil,2018-06-10 00:00:00,domestic fruit,imported
frozen chicken,9.89,canned,France,2020-04-13 00:00:00,fresh processed food,vacuum sealed
vacuum sealed buns,99.09,pastry,Poland,2020-07-21 00:00:00,frozen processed food,dried
vacuum sealed paprika,836.17,legumes,Poland,2020-09-23 00:00:00,dried processed food,dried
dried broccoli,708.28,pastry,Germany,2018-12-22 00:00:00,spicy vegetables,spicy
dried lentils,143.04,meat,Morocco,2018-11-15 00:00:00,frozen canned,fresh
frozen potatoes,683.14,vegetables,Germany,2018-12-13 00:00:00,spicy meat,frozen
dried prawns,78.79,canned,China,2019-10-18 00:00:00,frozen vegetables,spicy
dried gurkin,400.26,pastry,Brazil,2019-12-19 00:00:00,fresh meat,spicy
fresh bread,159.04,canned,China,2019-08-16 00:00:00,domestic canned,fresh
spicy gurkin,925.51,dried,China,2020-08-01 00:00:00,fresh pastry,domestic
domestic beef,391.18,processed food,Poland,2020-08-03 00:00:00,spicy processed food,vacuum sealed
smoked tomato,698.72,processed food,France,2019-04-15 00:00:00,imported pastry,imported
dried prawns,978.81,meat,Poland,2019-01-12 00:00:00,smoked processed food,imported
frozen broccoli,188.39,canned,Spain,2020-05-04 00:00:00,fresh processed food,smoked
smoked prawns,791.51,processed food,Morocco,2019-04-28 00:00:00,vacuum sealed fruit,domestic
dried broccoli,382.55,pastry,Brazil,2019-03-19 00:00:00,domestic meat,dried
dried beans,275.18,processed food,China,2018-01-01 00:00:00,spicy vegetables,imported
fresh beef,890.35,fruit,Brazil,2020-03-18 00:00:00,domestic legumes,vacuum sealed
spicy beef,966.79,fruit,China,2019-07-09 00:00:00,imported legumes,vacuum sealed
smoked broccoli,773.2,processed food,Poland,2019-12-04 00:00:00,spicy vegetables,imported
frozen gurkin,32.22,pastry,Germany,2018-01-04 00:00:00,fresh canned,frozen
spicy paprika,704.58,meat,Spain,2020-03-23 00:00:00,fresh processed food,frozen
frozen buns,217.05,vegetables,Spain,2019-10-25 00:00:00,dried pastry,vacuum sealed
frozen paprika,53.14,canned,Morocco,2020-08-13 00:00:00,imported fruit,imported
frozen beans,643.03,meat,Spain,2018-02-20 00:00:00,frozen vegetables,smoked
frozen beans,838.33,meat,Germany,2018-04-25 00:00:00,frozen pastry,spicy
vacuum sealed bread,764.94,canned,China,2018-07-04 00:00:00,imported canned,smoked
domestic tomato,483.98,vegetables,Spain,2020-05-18 00:00:00,dried dried,vacuum sealed
imported chicken,808.04,legumes,Germany,2019-10-23 00:00:00,imported fruit,dried
domestic buns,11.41,dried,Germany,2018-04-09 00:00:00,fresh vegetables,dried
smoked bread,862.39,meat,China,2020-03-14 00:00:00,frozen processed food,imported
spicy pork,879.24,fruit,Germany,2019-10-01 00:00:00,spicy dried,fresh
dried beef,957.13,canned,Spain,2018-08-08 00:00:00,smoked canned,domestic
smoked prawns,406.84,dried,France,2018-10-22 00:00:00,dried legumes,dried
domestic potatoes,165.33,dried,Spain,2018-02-12 00:00:00,vacuum sealed vegetables,smoked
vacuum sealed tomato,476.65,dried,China,2018-08-10 00:00:00,dried pastry,imported
spicy bread,700.49,canned,France,2018-07-14 00:00:00,fresh dried,frozen
imported broccoli,994.71,processed food,Brazil,2020-11-10 00:00:00,dried meat,frozen
frozen prawns,363.59,pastry,Germany,2019-11-22 00:00:00,smoked meat,spicy
frozen lentils,243.27,fruit,China,2018-05-05 00:00:00,frozen legumes,frozen
domestic tomato,59.29,fruit,Spain,2019-01-15 00:00:00,vacuum sealed fruit,spicy
domestic broccoli,485.22,pastry,Poland,2018-01-26 00:00:00,fresh dried,vacuum sealed
vacuum sealed lentils,358.76,dried,France,2019-02-10 00:00:00,smoked legumes,vacuum sealed
smoked broccoli,388.39,pastry,China,2018-12-07 00:00:00,imported vegetables,frozen
imported beans,790.5,pastry,France,2020-05-20 00:00:00,smoked vegetables,domestic
dried buns,268.3,canned,Morocco,2018-11-09 00:00:00,dried pastry,spicy
domestic tomato,109.07,fruit,Poland,2020-07-13 00:00:00,vacuum sealed vegetables,vacuum sealed
fresh pork,215.5,dried,China,2018-06-17 00:00:00,smoked dried,vacuum sealed
dried tomato,267.31,legumes,Morocco,2018-06-01 00:00:00,domestic pastry,fresh
imported buns,92.05,fruit,Poland,2019-04-23 00:00:00,smoked canned,fresh
vacuum sealed beef,298.58,dried,Germany,2019-03-17 00:00:00,smoked processed food,dried
frozen beef,374.45,legumes,Brazil,2018-01-20 00:00:00,dried fruit,frozen
fresh pork,624.7,pastry,Morocco,2019-04-08 00:00:00,fresh vegetables,vacuum sealed
spicy bread,70.93,vegetables,Germany,2019-03-20 00:00:00,frozen processed food,vacuum sealed
vacuum sealed beans,921.28,fruit,Germany,2018-04-18 00:00:00,dried pastry,frozen
imported lentils,295.84,canned,Brazil,2019-05-27 00:00:00,dried meat,frozen
vacuum sealed bread,713.04,canned,Germany,2018-07-17 00:00:00,imported canned,fresh
dried prawns,465.68,fruit,China,2019-01-21 00:00:00,vacuum sealed meat,spicy
frozen lentils,787.29,vegetables,Poland,2019-02-09 00:00:00,spicy legumes,spicy
fresh lentils,492.54,pastry,Germany,2020-08-15 00:00:00,imported canned,imported
spicy beans,333.67,vegetables,France,2018-02-07 00:00:00,smoked canned,spicy
dried prawns,165.69,pastry,Morocco,2020-06-02 00:00:00,vacuum sealed pastry,vacuum sealed
domestic beans,937.4,fruit,Germany,2020-11-15 00:00:00,frozen legumes,imported
frozen lentils,414.77,dried,Brazil,2020-12-13 00:00:00,fresh canned,spicy
frozen potatoes,604.4,canned,China,2019-04-28 00:00:00,imported fruit,smoked
frozen beef,669.86,vegetables,Germany,2019-10-22 00:00:00,imported legumes,domestic
spicy gurkin,518.74,vegetables,Brazil,2020-07-08 00:00:00,vacuum sealed dried,domestic
imported lentils,475.84,vegetables,Germany,2020-04-06 00:00:00,frozen meat,fresh
dried buns,323.3,processed food,Germany,2019-12-28 00:00:00,smoked vegetables,smoked
smoked prawns,537.57,meat,Poland,2020-01-13 00:00:00,dried dried,imported
imported pork,320.44,legumes,Morocco,2018-05-25 00:00:00,imported meat,spicy
smoked gurkin,126.84,fruit,Germany,2019-05-16 00:00:00,spicy legumes,dried
smoked pork,532.66,dried,Brazil,2018-05-17 00:00:00,dried legumes,dried
spicy potatoes,188.12,canned,Germany,2019-02-03 00:00:00,fresh fruit,spicy
frozen prawns,693.8,legumes,Brazil,2018-09-21 00:00:00,vacuum sealed meat,domestic
imported prawns,726.22,dried,Poland,2020-03-23 00:00:00,vacuum sealed canned,imported
domestic buns,333.31,dried,China,2019-11-15 00:00:00,domestic meat,domestic
domestic gurkin,193.61,legumes,Morocco,2020-09-08 00:00:00,vacuum sealed pastry,imported
vacuum sealed paprika,554.63,legumes,Germany,2019-06-03 00:00:00,smoked meat,vacuum sealed
imported potatoes,967.54,fruit,Germany,2020-06-12 00:00:00,fresh meat,frozen
domestic bread,457.5,dried,Morocco,2020-08-27 00:00:00,smoked vegetables,spicy
vacuum sealed beans,560.23,legumes,Spain,2018-11-09 00:00:00,fresh dried,frozen
vacuum sealed pork,654.77,pastry,Morocco,2018-08-21 00:00:00,smoked processed food,domestic
imported beef,50.46,vegetables,Spain,2020-01-17 00:00:00,fresh pastry,smoked
frozen lentils,844.43,vegetables,Morocco,2018-02-20 00:00:00,spicy processed food,vacuum sealed
frozen beef,231.13,processed food,China,2018-12-26 00:00:00,domestic processed food,frozen
domestic bread,709.1,dried,Germany,2019-12-18 00:00:00,frozen legumes,fresh
spicy prawns,985.24,legumes,Spain,2020-09-10 00:00:00,vacuum sealed processed food,spicy
dried beans,426.16,vegetables,Morocco,2019-03-24 00:00:00,spicy fruit,smoked
dried broccoli,152.58,vegetables,China,2019-09-19 00:00:00,dried fruit,spicy
imported lentils,389.36,legumes,China,2018-06-09 00:00:00,imported legumes,spicy
vacuum sealed gurkin,849.51,processed food,Morocco,2020-10-10 00:00:00,spicy pastry,vacuum sealed
imported tomato,785.32,processed food,Germany,2019-07-17 00:00:00,spicy pastry,vacuum sealed
vacuum sealed tomato,563.39,vegetables,Morocco,2020-01-23 00:00:00,imported legumes,imported
fresh chicken,984.66,processed food,Spain,2020-12-16 00:00:00,domestic pastry,fresh
frozen bread,215.35,fruit,Germany,2018-02-28 00:00:00,vacuum sealed vegetables,frozen
frozen chicken,568.38,fruit,Morocco,2018-01-12 00:00:00,spicy vegetables,spicy
spicy gurkin,380.71,meat,Germany,2018-12-21 00:00:00,vacuum sealed vegetables,fresh
frozen tomato,289.24,meat,Morocco,2020-09-07 00:00:00,dried meat,dried
dried paprika,184.98,fruit,Spain,2019-10-21 00:00:00,spicy fruit,vacuum sealed
frozen beef,397.85,canned,France,2018-06-13 00:00:00,imported legumes,imported
fresh potatoes,49.44,fruit,Poland,2019-05-04 00:00:00,vacuum sealed meat,frozen
domestic beef,411.49,canned,China,2019-10-23 00:00:00,frozen canned,fresh
spicy tomato,238.51,fruit,Spain,2020-09-19 00:00:00,imported processed food,dried
vacuum sealed beef,25.33,meat,Poland,2018-07-07 00:00:00,spicy vegetables,imported
dried bread,54.37,dried,Morocco,2018-12-20 00:00:00,smoked vegetables,vacuum sealed
spicy beef,703.78,pastry,Spain,2018-04-24 00:00:00,imported pastry,spicy
fresh chicken,610.56,vegetables,China,2020-06-23 00:00:00,smoked pastry,vacuum sealed
domestic prawns,682.9,vegetables,Brazil,2018-02-22 00:00:00,imported fruit,domestic
smoked broccoli,317.43,pastry,Spain,2019-02-12 00:00:00,smoked canned,domestic
domestic lentils,710.25,canned,China,2019-03-14 00:00:00,dried processed food,vacuum sealed
smoked paprika,654.51,legumes,France,2020-08-13 00:00:00,fresh canned,frozen
domestic beef,394.18,meat,France,2019-01-18 00:00:00,smoked processed food,imported
dried broccoli,969.66,meat,Germany,2018-09-28 00:00:00,domestic vegetables,smoked
imported paprika,262.96,pastry,China,2019-08-04 00:00:00,smoked canned,vacuum sealed
vacuum sealed tomato,478.89,legumes,China,2020-10-17 00:00:00,domestic dried,spicy
frozen bread,136.4,fruit,Germany,2018-03-04 00:00:00,fresh dried,frozen
spicy prawns,984.51,fruit,Spain,2020-09-25 00:00:00,imported legumes,domestic
imported buns,539.47,legumes,Germany,2019-01-19 00:00:00,vacuum sealed meat,frozen
frozen paprika,587.89,pastry,Brazil,2018-01-02 00:00:00,vacuum sealed pastry,frozen
imported beef,312.61,meat,Brazil,2020-02-20 00:00:00,spicy dried,frozen
vacuum sealed tomato,296.69,legumes,China,2020-02-24 00:00:00,dried vegetables,vacuum sealed
frozen pork,922.73,legumes,Brazil,2019-08-01 00:00:00,spicy dried,frozen
spicy beans,85.05,canned,Brazil,2018-07-04 00:00:00,fresh canned,dried
spicy prawns,570.78,processed food,Morocco,2019-05-20 00:00:00,imported pastry,imported
spicy potatoes,479.31,vegetables,Poland,2018-01-12 00:00:00,smoked dried,imported
fresh gurkin,829.85,legumes,Spain,2018-04-02 00:00:00,smoked processed food,fresh
imported tomato,462.47,meat,France,2019-03-23 00:00:00,smoked vegetables,spicy
dried broccoli,769.13,meat,Brazil,2018-04-01 00:00:00,domestic legumes,smoked
fresh bread,649.2,legumes,France,2020-04-09 00:00:00,domestic canned,imported
frozen beef,523.63,pastry,Morocco,2019-08-20 00:00:00,spicy meat,vacuum sealed
domestic potatoes,397.41,legumes,Brazil,2020-11-14 00:00:00,smoked meat,dried
fresh bread,141.03,fruit,Poland,2018-01-12 00:00:00,dried pastry,spicy
fresh beans,234.97,pastry,China,2019-05-08 00:00:00,spicy pastry,imported
imported prawns,569.7,fruit,Spain,2020-12-05 00:00:00,frozen meat,frozen
fresh beef,901.54,legumes,Germany,2020-05-22 00:00:00,imported meat,imported
spicy lentils,35.55,processed food,Morocco,2019-08-26 00:00:00,dried legumes,dried
smoked beef,227.8,legumes,Morocco,2019-07-04 00:00:00,vacuum sealed processed food,fresh
spicy lentils,527.05,canned,Morocco,2018-09-09 00:00:00,imported fruit,frozen
smoked chicken,882.72,canned,Brazil,2020-03-07 00:00:00,domestic processed food,fresh
frozen buns,152.69,vegetables,Germany,2018-02-28 00:00:00,imported processed food,vacuum sealed
smoked pork,952.86,vegetables,China,2020-06-27 00:00:00,dried legumes,vacuum sealed
vacuum sealed broccoli,843.97,canned,Germany,2018-08-28 00:00:00,dried canned,dried
imported chicken,746.99,vegetables,China,2020-07-18 00:00:00,vacuum sealed fruit,frozen
fresh prawns,181.3,fruit,France,2020-02-14 00:00:00,imported dried,spicy
imported tomato,275.0,legumes,Brazil,2019-08-15 00:00:00,imported legumes,spicy
fresh pork,138.25,fruit,Morocco,2019-10-21 00:00:00,smoked vegetables,imported
dried tomato,405.87,fruit,Germany,2018-08-14 00:00:00,imported canned,spicy
vacuum sealed lentils,181.61,canned,France,2018-07-19 00:00:00,smoked pastry,domestic
spicy buns,475.01,legumes,Poland,2018-10-16 00:00:00,dried dried,imported
frozen tomato,71.24,canned,China,2019-03-25 00:00:00,domestic vegetables,fresh
smoked prawns,946.79,meat,France,2018-10-16 00:00:00,domestic fruit,fresh
smoked chicken,782.26,dried,Morocco,2019-11-23 00:00:00,vacuum sealed vegetables,spicy
spicy lentils,585.17,dried,China,2018-09-05 00:00:00,fresh pastry,smoked
spicy pork,714.89,vegetables,China,2018-09-23 00:00:00,dried legumes,dried
fresh broccoli,188.75,vegetables,Poland,2018-01-23 00:00:00,frozen canned,dried
frozen buns,891.71,fruit,France,2019-05-27 00:00:00,spicy processed food,domestic
frozen prawns,651.91,canned,Spain,2020-10-22 00:00:00,spicy legumes,vacuum sealed
fresh tomato,188.57,fruit,Spain,2019-09-02 00:00:00,vacuum sealed fruit,spicy
frozen beef,424.03,vegetables,Germany,2018-03-02 00:00:00,dried vegetables,vacuum sealed
frozen beans,256.22,meat,China,2019-05-07 00:00:00,smoked canned,dried
spicy gurkin,735.83,fruit,France,2018-03-16 00:00:00,vacuum sealed meat,frozen
domestic chicken,790.75,fruit,China,2018-10-06 00:00:00,dried fruit,frozen
frozen beef,329.19,dried,Brazil,2018-11-05 00:00:00,dried canned,spicy
frozen lentils,119.9,dried,Poland,2020-07-28 00:00:00,vacuum sealed processed food,vacuum sealed
frozen potatoes,790.29,vegetables,Germany,2020-09-22 00:00:00,spicy fruit,dried
fresh tomato,644.06,processed food,China,2020-03-13 00:00:00,imported canned,domestic
imported prawns,130.56,legumes,Poland,2019-07-13 00:00:00,vacuum sealed vegetables,dried
smoked broccoli,466.34,legumes,Brazil,2018-07-15 00:00:00,vacuum sealed pastry,spicy
vacuum sealed beef,293.58,processed food,Morocco,2019-07-23 00:00:00,vacuum sealed canned,smoked
frozen prawns,244.48,meat,Morocco,2019-07-14 00:00:00,smoked processed food,spicy
spicy pork,94.77,pastry,Poland,2018-04-27 00:00:00,vacuum sealed legumes,domestic
dried beans,801.89,vegetables,Germany,2020-04-16 00:00:00,domestic processed food,frozen
dried beef,43.49,canned,France,2020-02-05 00:00:00,frozen dried,imported
domestic potatoes,195.0,dried,France,2020-05-08 00:00:00,imported vegetables,domestic
domestic paprika,833.84,pastry,Spain,2019-07-06 00:00:00,fresh fruit,fresh
frozen prawns,908.37,pastry,Spain,2019-02-28 00:00:00,vacuum sealed processed food,frozen
fresh beef,832.61,dried,France,2019-02-09 00:00:00,vacuum sealed pastry,imported
frozen broccoli,732.82,pastry,Spain,2019-04-21 00:00:00,domestic processed food,imported
imported buns,190.78,pastry,Morocco,2019-06-15 00:00:00,smoked pastry,fresh
frozen lentils,20.3,canned,France,2020-06-08 00:00:00,domestic vegetables,imported
dried bread,370.3,meat,France,2019-01-19 00:00:00,imported fruit,frozen
domestic buns,905.47,meat,Poland,2018-04-11 00:00:00,fresh fruit,frozen
frozen bread,118.71,legumes,Spain,2018-05-21 00:00:00,dried processed food,spicy
frozen beans,848.13,vegetables,Brazil,2020-02-15 00:00:00,fresh dried,smoked
frozen prawns,734.27,meat,Poland,2018-11-26 00:00:00,smoked canned,frozen
dried paprika,937.65,fruit,Morocco,2018-05-15 00:00:00,spicy legumes,fresh
imported pork,675.99,legumes,Brazil,2019-11-10 00:00:00,imported vegetables,vacuum sealed
frozen potatoes,309.57,canned,China,2020-10-27 00:00:00,domestic fruit,dried
imported chicken,319.7,processed food,Morocco,2020-03-23 00:00:00,vacuum sealed pastry,frozen
vacuum sealed chicken,137.83,canned,Poland,2019-11-03 00:00:00,smoked canned,fresh
dried broccoli,820.29,legumes,Morocco,2020-12-02 00:00:00,smoked processed food,frozen
frozen beans,525.36,dried,Brazil,2020-05-12 00:00:00,frozen dried,fresh
spicy chicken,778.68,vegetables,Brazil,2020-10-26 00:00:00,frozen dried,imported
smoked buns,683.52,legumes,Brazil,2018-04-10 00:00:00,domestic vegetables,spicy
spicy paprika,339.0,vegetables,Poland,2018-11-12 00:00:00,spicy processed food,frozen
dried bread,307.16,fruit,France,2018-02-21 00:00:00,spicy dried,domestic
frozen lentils,712.99,processed food,Morocco,2019-02-02 00:00:00,vacuum sealed pastry,fresh
vacuum sealed buns,394.32,processed food,China,2019-11-11 00:00:00,smoked canned,dried
imported beans,782.98,processed food,China,2019-06-22 00:00:00,dried pastry,frozen
domestic broccoli,532.44,fruit,China,2020-09-10 00:00:00,spicy fruit,frozen
spicy tomato,350.7,meat,Brazil,2019-01-05 00:00:00,frozen meat,frozen
vacuum sealed lentils,115.8,processed food,Brazil,2019-05-01 00:00:00,smoked fruit,imported
vacuum sealed prawns,453.2,vegetables,Brazil,2020-06-15 00:00:00,imported pastry,dried
imported paprika,655.37,dried,Morocco,2018-12-20 00:00:00,fresh pastry,dried
domestic beans,542.41,fruit,Germany,2020-05-15 00:00:00,spicy canned,frozen
dried beans,308.77,processed food,Poland,2019-04-08 00:00:00,smoked dried,domestic
domestic potatoes,679.85,vegetables,China,2018-12-10 00:00:00,vacuum sealed processed food,vacuum sealed
vacuum sealed paprika,643.97,fruit,Germany,2019-02-13 00:00:00,spicy pastry,frozen
frozen gurkin,570.01,canned,Poland,2020-09-23 00:00:00,domestic fruit,imported
dried pork,472.48,vegetables,France,2019-05-27 00:00:00,imported legumes,domestic
dried buns,398.88,canned,Morocco,2019-05-02 00:00:00,vacuum sealed canned,spicy
frozen tomato,673.85,canned,Spain,2018-03-08 00:00:00,fresh dried,spicy
imported chicken,231.32,pastry,Poland,2020-05-08 00:00:00,domestic legumes,frozen
fresh potatoes,861.08,meat,China,2020-05-24 00:00:00,fresh meat,smoked
fresh potatoes,340.44,pastry,China,2020-02-05 00:00:00,frozen legumes,smoked
smoked prawns,725.42,canned,Poland,2018-08-19 00:00:00,frozen fruit,domestic
dried buns,716.3,canned,Spain,2020-02-11 00:00:00,fresh processed food,domestic
smoked beans,248.84,processed food,Poland,2019-11-03 00:00:00,dried vegetables,dried
frozen broccoli,643.48,dried,Spain,2018-09-14 00:00:00,frozen legumes,spicy
spicy paprika,557.19,meat,Brazil,2020-03-12 00:00:00,imported vegetables,imported
frozen buns,69.27,vegetables,Spain,2019-12-07 00:00:00,spicy pastry,dried
fresh prawns,435.07,meat,Poland,2019-07-12 00:00:00,smoked pastry,domestic
domestic prawns,227.93,processed food,Brazil,2019-03-13 00:00:00,frozen canned,fresh
dried bread,403.53,fruit,France,2020-03-16 00:00:00,imported pastry,fresh
dried beans,856.33,canned,Morocco,2020-07-02 00:00:00,domestic canned,smoked
vacuum sealed prawns,329.65,vegetables,China,2020-11-01 00:00:00,dried meat,vacuum sealed
fresh paprika,77.72,canned,Morocco,2020-08-09 00:00:00,spicy dried,dried
smoked beans,331.6,meat,Morocco,2020-08-19 00:00:00,domestic canned,frozen
imported tomato,192.87,processed food,Spain,2019-09-08 00:00:00,imported fruit,vacuum sealed
fresh beef,140.74,fruit,Spain,2019-03-04 00:00:00,smoked meat,dried
frozen beef,628.58,pastry,Morocco,2020-12-20 00:00:00,domestic pastry,domestic
smoked buns,106.36,canned,Morocco,2018-01-01 00:00:00,frozen processed food,imported
vacuum sealed beans,489.43,pastry,Morocco,2020-12-09 00:00:00,domestic vegetables,fresh
domestic pork,132.55,vegetables,France,2018-06-23 00:00:00,domestic canned,dried
dried broccoli,153.72,vegetables,Brazil,2020-02-17 00:00:00,frozen dried,fresh
fresh chicken,289.6,fruit,Spain,2018-09-04 00:00:00,fresh canned,dried
smoked prawns,590.44,dried,Germany,2019-07-21 00:00:00,imported fruit,smoked
vacuum sealed gurkin,421.81,dried,Germany,2018-11-13 00:00:00,frozen fruit,dried
dried gurkin,406.1,processed food,France,2020-09-06 00:00:00,imported processed food,fresh
domestic beans,382.98,meat,Morocco,2019-03-28 00:00:00,dried meat,vacuum sealed
vacuum sealed potatoes,908.67,meat,China,2020-05-11 00:00:00,dried dried,dried
dried potatoes,824.54,meat,Brazil,2020-11-04 00:00:00,vacuum sealed dried,vacuum sealed
dried chicken,182.99,fruit,Poland,2019-10-27 00:00:00,vacuum sealed meat,frozen
frozen paprika,470.98,legumes,China,2019-11-01 00:00:00,imported legumes,dried
fresh gurkin,823.83,meat,Morocco,2020-01-14 00:00:00,domestic meat,vacuum sealed
vacuum sealed buns,461.73,vegetables,Morocco,2020-03-26 00:00:00,frozen vegetables,vacuum sealed
dried gurkin,241.06,pastry,Poland,2019-04-16 00:00:00,fresh pastry,spicy
frozen buns,62.83,pastry,Germany,2018-04-16 00:00:00,dried processed food,dried
smoked potatoes,289.47,vegetables,Brazil,2020-09-12 00:00:00,imported dried,dried
dried paprika,648.08,legumes,Germany,2018-03-27 00:00:00,imported pastry,smoked
smoked gurkin,899.15,processed food,China,2020-12-04 00:00:00,spicy pastry,dried
smoked lentils,905.02,meat,China,2020-10-13 00:00:00,smoked dried,vacuum sealed
smoked chicken,506.41,pastry,France,2019-09-04 00:00:00,imported processed food,dried
vacuum sealed lentils,543.54,canned,Brazil,2020-12-12 00:00:00,imported meat,fresh
fresh tomato,904.25,fruit,France,2018-06-13 00:00:00,fresh pastry,spicy
domestic lentils,522.5,canned,Germany,2019-01-21 00:00:00,fresh vegetables,domestic
imported chicken,741.29,processed food,Morocco,2019-03-15 00:00:00,vacuum sealed dried,fresh
domestic lentils,187.55,dried,Poland,2018-10-06 00:00:00,vacuum sealed dried,smoked
domestic buns,471.45,dried,Poland,2020-08-28 00:00:00,smoked legumes,frozen
smoked lentils,675.78,legumes,France,2020-11-27 00:00:00,dried fruit,imported
dried bread,598.57,dried,Poland,2018-09-08 00:00:00,fresh canned,smoked
dried bread,163.1,vegetables,Brazil,2020-12-23 00:00:00,smoked meat,imported
vacuum sealed chicken,290.67,fruit,Morocco,2018-07-11 00:00:00,imported vegetables,fresh
imported gurkin,915.12,pastry,Morocco,2020-10-13 00:00:00,imported processed food,smoked
fresh broccoli,788.87,legumes,Morocco,2019-01-16 00:00:00,frozen canned,fresh
smoked lentils,933.56,processed food,France,2018-12-04 00:00:00,spicy dried,dried
fresh pork,478.8,meat,China,2018-02-20 00:00:00,imported legumes,smoked
frozen gurkin,282.61,legumes,Poland,2020-08-10 00:00:00,domestic meat,imported
imported buns,128.19,vegetables,Germany,2019-06-25 00:00:00,imported canned,vacuum sealed
dried chicken,634.87,pastry,Spain,2019-12-13 00:00:00,fresh pastry,smoked
smoked beans,813.93,processed food,Brazil,2019-05-19 00:00:00,vacuum sealed canned,fresh
spicy tomato,584.38,legumes,China,2020-02-16 00:00:00,spicy meat,spicy
domestic buns,353.47,meat,Brazil,2018-09-26 00:00:00,frozen fruit,fresh
dried gurkin,979.84,dried,Spain,2020-07-17 00:00:00,smoked legumes,spicy
frozen gurkin,919.32,legumes,France,2018-10-09 00:00:00,spicy vegetables,smoked
smoked paprika,397.86,pastry,Morocco,2019-06-27 00:00:00,spicy vegetables,frozen
vacuum sealed buns,73.96,processed food,Brazil,2018-07-23 00:00:00,fresh fruit,domestic
dried potatoes,411.29,meat,Brazil,2019-02-25 00:00:00,domestic pastry,vacuum sealed
domestic broccoli,337.62,legumes,Poland,2018-12-28 00:00:00,fresh dried,fresh
imported gurkin,794.9,meat,Spain,2020-04-13 00:00:00,dried pastry,domestic
fresh paprika,907.51,canned,Morocco,2020-05-14 00:00:00,vacuum sealed legumes,fresh
domestic chicken,43.36,canned,France,2020-01-28 00:00:00,frozen vegetables,vacuum sealed
frozen prawns,887.26,processed food,Poland,2019-10-15 00:00:00,smoked legumes,vacuum sealed
smoked gurkin,809.99,meat,Brazil,2019-06-02 00:00:00,dried processed food,smoked
imported lentils,262.65,vegetables,Spain,2020-03-20 00:00:00,spicy fruit,imported
vacuum sealed gurkin,299.37,fruit,Morocco,2020-08-01 00:00:00,fresh legumes,dried
domestic bread,975.23,pastry,Brazil,2019-04-16 00:00:00,spicy vegetables,spicy
spicy beef,759.3,processed food,Spain,2020-05-03 00:00:00,dried dried,spicy
dried potatoes,99.42,canned,Poland,2020-08-19 00:00:00,spicy canned,smoked
vacuum sealed gurkin,134.65,meat,France,2019-02-04 00:00:00,frozen processed food,spicy
dried tomato,912.64,processed food,Morocco,2018-08-13 00:00:00,dried dried,frozen
spicy beef,86.09,processed food,Brazil,2020-11-18 00:00:00,dried processed food,fresh
fresh gurkin,803.62,legumes,Morocco,2018-03-03 00:00:00,vacuum sealed pastry,spicy
dried prawns,478.89,legumes,France,2020-04-27 00:00:00,fresh processed food,frozen
smoked buns,261.64,meat,Germany,2018-12-15 00:00:00,vacuum sealed pastry,spicy
fresh beef,676.93,dried,France,2018-06-17 00:00:00,domestic pastry,vacuum sealed
smoked buns,832.39,canned,France,2018-07-23 00:00:00,domestic pastry,smoked
smoked tomato,369.13,meat,China,2019-11-26 00:00:00,frozen legumes,spicy
frozen beans,967.35,processed food,China,2019-07-05 00:00:00,domestic meat,dried
domestic potatoes,389.35,legumes,Poland,2018-05-11 00:00:00,vacuum sealed legumes,dried
imported lentils,643.71,vegetables,China,2019-07-08 00:00:00,fresh meat,domestic
smoked gurkin,836.63,processed food,Brazil,2020-04-19 00:00:00,fresh canned,spicy
spicy lentils,692.44,vegetables,France,2020-10-17 00:00:00,imported meat,vacuum sealed
frozen buns,513.09,pastry,Brazil,2018-04-22 00:00:00,fresh fruit,fresh
frozen broccoli,479.3,legumes,Morocco,2019-11-25 00:00:00,smoked meat,fresh
frozen gurkin,328.35,dried,Brazil,2020-09-09 00:00:00,fresh processed food,dried
fresh beans,592.76,fruit,Poland,2018-06-16 00:00:00,imported dried,frozen
smoked lentils,817.0,processed food,Poland,2018-02-23 00:00:00,dried processed food,dried
imported buns,475.89,processed food,Spain,2020-07-12 00:00:00,fresh canned,fresh
fresh beans,425.61,dried,China,2020-02-24 00:00:00,vacuum sealed vegetables,fresh
vacuum sealed paprika,945.12,canned,Germany,2020-10-27 00:00:00,dried dried,smoked
domestic gurkin,634.8,pastry,Brazil,2019-05-25 00:00:00,spicy fruit,dried
dried potatoes,460.6,vegetables,Brazil,2018-07-04 00:00:00,vacuum sealed pastry,smoked
domestic potatoes,640.34,meat,Poland,2019-03-09 00:00:00,vacuum sealed dried,smoked
imported chicken,343.7,meat,Poland,2018-05-14 00:00:00,smoked legumes,domestic
dried paprika,307.13,vegetables,Morocco,2018-02-26 00:00:00,vacuum sealed processed food,dried
vacuum sealed bread,491.54,vegetables,Spain,2018-12-22 00:00:00,frozen canned,smoked
domestic gurkin,551.14,vegetables,Morocco,2020-09-14 00:00:00,vacuum sealed legumes,spicy
dried gurkin,616.29,vegetables,China,2018-10-15 00:00:00,domestic fruit,smoked
spicy gurkin,126.65,fruit,France,2018-10-04 00:00:00,spicy canned,frozen
